REF_DATE,Date,GEO,DGUID,Level of study,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,Lat,Long,TERMINATED,DECIMALS
2016,2017,British Columbia,2016A000259,Canadian graduate,Constant dollars,370,units,0,v1411954066,11.2,9098,53.726669,-127.647621,,0
2016,2017,British Columbia,2016A000259,International undergraduate,Constant dollars,370,units,0,v1411954067,11.3,23998,53.726669,-127.647621,,0
2016,2017,British Columbia,2016A000259,International graduate,Constant dollars,370,units,0,v1411954068,11.4,16348,53.726669,-127.647621,,0
2017,2018,Newfoundland and Labrador,2016A000210,Canadian undergraduate,Constant dollars,370,units,0,v1411954029,2.1,3063,53.135509,-57.660435,,0
2017,2018,Newfoundland and Labrador,2016A000210,Canadian graduate,Constant dollars,370,units,0,v1411954030,2.2,3014,53.135509,-57.660435,,0
2017,2018,Newfoundland and Labrador,2016A000210,International undergraduate,Constant dollars,370,units,0,v1411954031,2.3,10035,53.135509,-57.660435,,0
2017,2018,Newfoundland and Labrador,2016A000210,International graduate,Constant dollars,370,units,0,v1411954032,2.4,3452,53.135509,-57.660435,,0
2017,2018,Prince Edward Island,2016A000211,Canadian undergraduate,Constant dollars,370,units,0,v1411954033,3.1,7042,46.25,-63,,0
2017,2018,Prince Edward Island,2016A000211,Canadian graduate,Constant dollars,370,units,0,v1411954034,3.2,5340,46.25,-63,,0
2017,2018,Prince Edward Island,2016A000211,International undergraduate,Constant dollars,370,units,0,v1411954035,3.3,23003,46.25,-63,,0
2017,2018,Prince Edward Island,2016A000211,International graduate,Constant dollars,370,units,0,v1411954036,3.4,12791,46.25,-63,,0
2017,2018,Nova Scotia,2016A000212,Canadian undergraduate,Constant dollars,370,units,0,v1411954037,4.1,8381,45,-63,,0
2017,2018,Nova Scotia,2016A000212,Canadian graduate,Constant dollars,370,units,0,v1411954038,4.2,9724,45,-63,,0
2017,2018,Nova Scotia,2016A000212,International undergraduate,Constant dollars,370,units,0,v1411954039,4.3,18153,45,-63,,0
2017,2018,Nova Scotia,2016A000212,International graduate,Constant dollars,370,units,0,v1411954040,4.4,19924,45,-63,,0
2017,2018,New Brunswick,2016A000213,Canadian undergraduate,Constant dollars,370,units,0,v1411954041,5.1,7501,46.49839,-66.159668,,0
2017,2018,New Brunswick,2016A000213,Canadian graduate,Constant dollars,370,units,0,v1411954042,5.2,6612,46.49839,-66.159668,,0
2017,2018,New Brunswick,2016A000213,International undergraduate,Constant dollars,370,units,0,v1411954043,5.3,15063,46.49839,-66.159668,,0
2017,2018,New Brunswick,2016A000213,International graduate,Constant dollars,370,units,0,v1411954044,5.4,12211,46.49839,-66.159668,,0
2017,2018,Quebec,2016A000224,Canadian undergraduate,Constant dollars,370,units,0,v1411954045,6.1,3127,53,-70,,0
2017,2018,Quebec,2016A000224,Canadian graduate,Constant dollars,370,units,0,v1411954046,6.2,3232,53,-70,,0
2017,2018,Quebec,2016A000224,International undergraduate,Constant dollars,370,units,0,v1411954047,6.3,23001,53,-70,,0
2017,2018,Quebec,2016A000224,International graduate,Constant dollars,370,units,0,v1411954048,6.4,16241,53,-70,,0
2017,2018,Ontario,2016A000235,Canadian undergraduate,Constant dollars,370,units,0,v1411954049,7.1,9251,50,-85,,0
2017,2018,Ontario,2016A000235,Canadian graduate,Constant dollars,370,units,0,v1411954050,7.2,10625,50,-85,,0
2017,2018,Ontario,2016A000235,International undergraduate,Constant dollars,370,units,0,v1411954051,7.3,35161,50,-85,,0
2017,2018,Ontario,2016A000235,International graduate,Constant dollars,370,units,0,v1411954052,7.4,24135,50,-85,,0
2017,2018,Manitoba,2016A000246,Canadian undergraduate,Constant dollars,370,units,0,v1411954053,8.1,4590,56.415211,-98.739075,,0
2017,2018,Manitoba,2016A000246,Canadian graduate,Constant dollars,370,units,0,v1411954054,8.2,5191,56.415211,-98.739075,,0
2017,2018,Manitoba,2016A000246,International undergraduate,Constant dollars,370,units,0,v1411954055,8.3,15871,56.415211,-98.739075,,0
2017,2018,Manitoba,2016A000246,International graduate,Constant dollars,370,units,0,v1411954056,8.4,11201,56.415211,-98.739075,,0
2017,2018,Saskatchewan,2016A000247,Canadian undergraduate,Constant dollars,370,units,0,v1411954057,9.1,7880,55,-106,,0
2017,2018,Saskatchewan,2016A000247,Canadian graduate,Constant dollars,370,units,0,v1411954058,9.2,3830,55,-106,,0
2017,2018,Saskatchewan,2016A000247,International undergraduate,Constant dollars,370,units,0,v1411954059,9.3,20823,55,-106,,0
2017,2018,Saskatchewan,2016A000247,International graduate,Constant dollars,370,units,0,v1411954060,9.4,6097,55,-106,,0
2017,2018,Alberta,2016A000248,Canadian undergraduate,Constant dollars,370,units,0,v1411954061,10.1,6229,55,-115,,0
2017,2018,Alberta,2016A000248,Canadian graduate,Constant dollars,370,units,0,v1411954062,10.2,6238,55,-115,,0
2017,2018,Alberta,2016A000248,International undergraduate,Constant dollars,370,units,0,v1411954063,10.3,22850,55,-115,,0
2017,2018,Alberta,2016A000248,International graduate,Constant dollars,370,units,0,v1411954064,10.4,12656.00,55,-115,,0
2017,2018,British Columbia,2016A000259,Canadian undergraduate,Constant dollars,370,units,0,v1411954065,11.1,6156,53.726669,-127.647621,,0
2017,2018,British Columbia,2016A000259,Canadian graduate,Constant dollars,370,units,0,v1411954066,11.2,9292,53.726669,-127.647621,,0
2017,2018,British Columbia,2016A000259,International undergraduate,Constant dollars,370,units,0,v1411954067,11.3,26345,53.726669,-127.647621,,0
2017,2018,British Columbia,2016A000259,International graduate,Constant dollars,370,units,0,v1411954068,11.4,17576,53.726669,-127.647621,,0
2018,2019,Newfoundland and Labrador,2016A000210,Canadian undergraduate,Constant dollars,370,units,0,v1411954029,2.1,3154,53.135509,-57.660435,,0
2018,2019,Newfoundland and Labrador,2016A000210,Canadian graduate,Constant dollars,370,units,0,v1411954030,2.2,3131,53.135509,-57.660435,,0
2018,2019,Newfoundland and Labrador,2016A000210,International undergraduate,Constant dollars,370,units,0,v1411954031,2.3,12782,53.135509,-57.660435,,0
2018,2019,Newfoundland and Labrador,2016A000210,International graduate,Constant dollars,370,units,0,v1411954032,2.4,4332,53.135509,-57.660435,,0
2018,2019,Prince Edward Island,2016A000211,Canadian undergraduate,Constant dollars,370,units,0,v1411954033,3.1,7040,46.25,-63,,0
2018,2019,Prince Edward Island,2016A000211,Canadian graduate,Constant dollars,370,units,0,v1411954034,3.2,5198,46.25,-63,,0
2018,2019,Prince Edward Island,2016A000211,International undergraduate,Constant dollars,370,units,0,v1411954035,3.3,22277,46.25,-63,,0
2018,2019,Prince Edward Island,2016A000211,International graduate,Constant dollars,370,units,0,v1411954036,3.4,12789,46.25,-63,,0
2018,2019,Nova Scotia,2016A000212,Canadian undergraduate,Constant dollars,370,units,0,v1411954037,4.1,8583,45,-63,,0
2018,2019,Nova Scotia,2016A000212,Canadian graduate,Constant dollars,370,units,0,v1411954038,4.2,9743,45,-63,,0
2018,2019,Nova Scotia,2016A000212,International undergraduate,Constant dollars,370,units,0,v1411954039,4.3,18808,45,-63,,0
2018,2019,Nova Scotia,2016A000212,International graduate,Constant dollars,370,units,0,v1411954040,4.4,20466,45,-63,,0
2018,2019,New Brunswick,2016A000213,Canadian undergraduate,Constant dollars,370,units,0,v1411954041,5.1,7545,46.49839,-66.159668,,0
2018,2019,New Brunswick,2016A000213,Canadian graduate,Constant dollars,370,units,0,v1411954042,5.2,6647,46.49839,-66.159668,,0
2018,2019,New Brunswick,2016A000213,International undergraduate,Constant dollars,370,units,0,v1411954043,5.3,15558,46.49839,-66.159668,,0
2018,2019,New Brunswick,2016A000213,International graduate,Constant dollars,370,units,0,v1411954044,5.4,12358,46.49839,-66.159668,,0
2018,2019,Quebec,2016A000224,Canadian undergraduate,Constant dollars,370,units,0,v1411954045,6.1,3138,53,-70,,0
2018,2019,Quebec,2016A000224,Canadian graduate,Constant dollars,370,units,0,v1411954046,6.2,3248,53,-70,,0
2018,2019,Quebec,2016A000224,International undergraduate,Constant dollars,370,units,0,v1411954047,6.3,24008,53,-70,,0
2018,2019,Quebec,2016A000224,International graduate,Constant dollars,370,units,0,v1411954048,6.4,16266,53,-70,,0
2018,2019,Ontario,2016A000235,Canadian undergraduate,Constant dollars,370,units,0,v1411954049,7.1,9333,50,-85,,0
2018,2019,Ontario,2016A000235,Canadian graduate,Constant dollars,370,units,0,v1411954050,7.2,11097,50,-85,,0
2018,2019,Ontario,2016A000235,International undergraduate,Constant dollars,370,units,0,v1411954051,7.3,37182,50,-85,,0
2018,2019,Ontario,2016A000235,International graduate,Constant dollars,370,units,0,v1411954052,7.4,23912,50,-85,,0
2018,2019,Manitoba,2016A000246,Canadian undergraduate,Constant dollars,370,units,0,v1411954053,8.1,4736,56.415211,-98.739075,,0
2018,2019,Manitoba,2016A000246,Canadian graduate,Constant dollars,370,units,0,v1411954054,8.2,5070,56.415211,-98.739075,,0
2018,2019,Manitoba,2016A000246,International undergraduate,Constant dollars,370,units,0,v1411954055,8.3,16502,56.415211,-98.739075,,0
2018,2019,Manitoba,2016A000246,International graduate,Constant dollars,370,units,0,v1411954056,8.4,11232,56.415211,-98.739075,,0
2018,2019,Saskatchewan,2016A000247,Canadian undergraduate,Constant dollars,370,units,0,v1411954057,9.1,7973,55,-106,,0
2018,2019,Saskatchewan,2016A000247,Canadian graduate,Constant dollars,370,units,0,v1411954058,9.2,4554,55,-106,,0
2018,2019,Saskatchewan,2016A000247,International undergraduate,Constant dollars,370,units,0,v1411954059,9.3,21407,55,-106,,0
2018,2019,Saskatchewan,2016A000247,International graduate,Constant dollars,370,units,0,v1411954060,9.4,6666,55,-106,,0
2018,2019,Alberta,2016A000248,Canadian undergraduate,Constant dollars,370,units,0,v1411954061,10.1,6064,55,-115,,0
2018,2019,Alberta,2016A000248,Canadian graduate,Constant dollars,370,units,0,v1411954062,10.2,6632,55,-115,,0
2018,2019,Alberta,2016A000248,International undergraduate,Constant dollars,370,units,0,v1411954063,10.3,22812,55,-115,,0
2018,2019,Alberta,2016A000248,International graduate,Constant dollars,370,units,0,v1411954064,10.4,14240.00,55,-115,,0
2018,2019,British Columbia,2016A000259,Canadian undergraduate,Constant dollars,370,units,0,v1411954065,11.1,6163,53.726669,-127.647621,,0
2018,2019,British Columbia,2016A000259,Canadian graduate,Constant dollars,370,units,0,v1411954066,11.2,9374,53.726669,-127.647621,,0
2018,2019,British Columbia,2016A000259,International undergraduate,Constant dollars,370,units,0,v1411954067,11.3,27298,53.726669,-127.647621,,0
2018,2019,British Columbia,2016A000259,International graduate,Constant dollars,370,units,0,v1411954068,11.4,18303,53.726669,-127.647621,,0
2018,2019,Yukon,2016A000260,Canadian undergraduate,Constant dollars,370,units,0,v1411954069,12.1,3726,64.2823,135,,0
2018,2019,Yukon,2016A000260,Canadian graduate,Constant dollars,370,units,0,v1411954070,12.2,,64.2823,135,,0
2018,2019,Yukon,2016A000260,International undergraduate,Constant dollars,370,units,0,v1411954071,12.3,,64.2823,135,,0
2018,2019,Yukon,2016A000260,International graduate,Constant dollars,370,units,0,v1411954072,12.4,,64.2823,135,,0
2019,2020,Newfoundland and Labrador,2016A000210,Canadian undergraduate,Constant dollars,370,units,0,v1411954029,2.1,3098,53.135509,-57.660435,,0
2019,2020,Newfoundland and Labrador,2016A000210,Canadian graduate,Constant dollars,370,units,0,v1411954030,2.2,3013,53.135509,-57.660435,,0
2019,2020,Newfoundland and Labrador,2016A000210,International undergraduate,Constant dollars,370,units,0,v1411954031,2.3,12476,53.135509,-57.660435,,0
2019,2020,Newfoundland and Labrador,2016A000210,International graduate,Constant dollars,370,units,0,v1411954032,2.4,4257,53.135509,-57.660435,,0
2019,2020,Prince Edward Island,2016A000211,Canadian undergraduate,Constant dollars,370,units,0,v1411954033,3.1,7026,46.25,-63,,0
2019,2020,Prince Edward Island,2016A000211,Canadian graduate,Constant dollars,370,units,0,v1411954034,3.2,5202,46.25,-63,,0
2019,2020,Prince Edward Island,2016A000211,International undergraduate,Constant dollars,370,units,0,v1411954035,3.3,21533,46.25,-63,,0
2019,2020,Prince Edward Island,2016A000211,International graduate,Constant dollars,370,units,0,v1411954036,3.4,10493,46.25,-63,,0
2019,2020,Nova Scotia,2016A000212,Canadian undergraduate,Constant dollars,370,units,0,v1411954037,4.1,8827,45,-63,,0
2019,2020,Nova Scotia,2016A000212,Canadian graduate,Constant dollars,370,units,0,v1411954038,4.2,9891,45,-63,,0
2019,2020,Nova Scotia,2016A000212,International undergraduate,Constant dollars,370,units,0,v1411954039,4.3,19388,45,-63,,0
2019,2020,Nova Scotia,2016A000212,International graduate,Constant dollars,370,units,0,v1411954040,4.4,21452,45,-63,,0
2019,2020,New Brunswick,2016A000213,Canadian undergraduate,Constant dollars,370,units,0,v1411954041,5.1,7908,46.49839,-66.159668,,0
2019,2020,New Brunswick,2016A000213,Canadian graduate,Constant dollars,370,units,0,v1411954042,5.2,6689,46.49839,-66.159668,,0
2019,2020,New Brunswick,2016A000213,International undergraduate,Constant dollars,370,units,0,v1411954043,5.3,16817,46.49839,-66.159668,,0
2019,2020,New Brunswick,2016A000213,International graduate,Constant dollars,370,units,0,v1411954044,5.4,12496,46.49839,-66.159668,,0
2019,2020,Quebec,2016A000224,Canadian undergraduate,Constant dollars,370,units,0,v1411954045,6.1,3186,53,-70,,0
2019,2020,Quebec,2016A000224,Canadian graduate,Constant dollars,370,units,0,v1411954046,6.2,3388,53,-70,,0
2019,2020,Quebec,2016A000224,International undergraduate,Constant dollars,370,units,0,v1411954047,6.3,25275,53,-70,,0
2019,2020,Quebec,2016A000224,International graduate,Constant dollars,370,units,0,v1411954048,6.4,17144,53,-70,,0
2019,2020,Ontario,2016A000235,Canadian undergraduate,Constant dollars,370,units,0,v1411954049,7.1,8258,50,-85,,0
2019,2020,Ontario,2016A000235,Canadian graduate,Constant dollars,370,units,0,v1411954050,7.2,9996,50,-85,,0
2019,2020,Ontario,2016A000235,International undergraduate,Constant dollars,370,units,0,v1411954051,7.3,39677,50,-85,,0
2019,2020,Ontario,2016A000235,International graduate,Constant dollars,370,units,0,v1411954052,7.4,24809,50,-85,,0
2019,2020,Manitoba,2016A000246,Canadian undergraduate,Constant dollars,370,units,0,v1411954053,8.1,4888,56.415211,-98.739075,,0
2019,2020,Manitoba,2016A000246,Canadian graduate,Constant dollars,370,units,0,v1411954054,8.2,5278,56.415211,-98.739075,,0
2019,2020,Manitoba,2016A000246,International undergraduate,Constant dollars,370,units,0,v1411954055,8.3,16845,56.415211,-98.739075,,0
2019,2020,Manitoba,2016A000246,International graduate,Constant dollars,370,units,0,v1411954056,8.4,11602,56.415211,-98.739075,,0
2019,2020,Saskatchewan,2016A000247,Canadian undergraduate,Constant dollars,370,units,0,v1411954057,9.1,8119,55,-106,,0
2019,2020,Saskatchewan,2016A000247,Canadian graduate,Constant dollars,370,units,0,v1411954058,9.2,4525,55,-106,,0
2019,2020,Saskatchewan,2016A000247,International undergraduate,Constant dollars,370,units,0,v1411954059,9.3,21456,55,-106,,0
2019,2020,Saskatchewan,2016A000247,International graduate,Constant dollars,370,units,0,v1411954060,9.4,6763,55,-106,,0
2019,2020,Alberta,2016A000248,Canadian undergraduate,Constant dollars,370,units,0,v1411954061,10.1,5926,55,-115,,0
2019,2020,Alberta,2016A000248,Canadian graduate,Constant dollars,370,units,0,v1411954062,10.2,7027,55,-115,,0
2019,2020,Alberta,2016A000248,International undergraduate,Constant dollars,370,units,0,v1411954063,10.3,22785,55,-115,,0
2019,2020,Alberta,2016A000248,International graduate,Constant dollars,370,units,0,v1411954064,10.4,11760.00,55,-115,,0
2019,2020,British Columbia,2016A000259,Canadian undergraduate,Constant dollars,370,units,0,v1411954065,11.1,6180,53.726669,-127.647621,,0
2019,2020,British Columbia,2016A000259,Canadian graduate,Constant dollars,370,units,0,v1411954066,11.2,9420,53.726669,-127.647621,,0
2019,2020,British Columbia,2016A000259,International undergraduate,Constant dollars,370,units,0,v1411954067,11.3,28404,53.726669,-127.647621,,0
2019,2020,British Columbia,2016A000259,International graduate,Constant dollars,370,units,0,v1411954068,11.4,19948,53.726669,-127.647621,,0
2019,2020,Yukon,2016A000260,Canadian undergraduate,Constant dollars,370,units,0,v1411954069,12.1,3967,64.2823,135,,0
2019,2020,Yukon,2016A000260,Canadian graduate,Constant dollars,370,units,0,v1411954070,12.2,,64.2823,135,,0
2019,2020,Yukon,2016A000260,International undergraduate,Constant dollars,370,units,0,v1411954071,12.3,,64.2823,135,,0
2019,2020,Yukon,2016A000260,International graduate,Constant dollars,370,units,0,v1411954072,12.4,,64.2823,135,,0
2020,2021,Newfoundland and Labrador,2016A000210,Canadian undergraduate,Constant dollars,370,units,0,v1411954029,2.1,3181,53.135509,-57.660435,,0
2020,2021,Newfoundland and Labrador,2016A000210,Canadian graduate,Constant dollars,370,units,0,v1411954030,2.2,2920,53.135509,-57.660435,,0
2020,2021,Newfoundland and Labrador,2016A000210,International undergraduate,Constant dollars,370,units,0,v1411954031,2.3,12441,53.135509,-57.660435,,0
2020,2021,Newfoundland and Labrador,2016A000210,International graduate,Constant dollars,370,units,0,v1411954032,2.4,4219,53.135509,-57.660435,,0
2020,2021,Prince Edward Island,2016A000211,Canadian undergraduate,Constant dollars,370,units,0,v1411954033,3.1,7112,46.25,-63,,0
2020,2021,Prince Edward Island,2016A000211,Canadian graduate,Constant dollars,370,units,0,v1411954034,3.2,5309,46.25,-63,,0
2020,2021,Prince Edward Island,2016A000211,International undergraduate,Constant dollars,370,units,0,v1411954035,3.3,20814,46.25,-63,,0
2020,2021,Prince Edward Island,2016A000211,International graduate,Constant dollars,370,units,0,v1411954036,3.4,10813,46.25,-63,,0
2020,2021,Nova Scotia,2016A000212,Canadian undergraduate,Constant dollars,370,units,0,v1411954037,4.1,9040,45,-63,,0
2020,2021,Nova Scotia,2016A000212,Canadian graduate,Constant dollars,370,units,0,v1411954038,4.2,10185,45,-63,,0
2020,2021,Nova Scotia,2016A000212,International undergraduate,Constant dollars,370,units,0,v1411954039,4.3,20187,45,-63,,0
2020,2021,Nova Scotia,2016A000212,International graduate,Constant dollars,370,units,0,v1411954040,4.4,22734,45,-63,,0
2020,2021,New Brunswick,2016A000213,Canadian undergraduate,Constant dollars,370,units,0,v1411954041,5.1,8000,46.49839,-66.159668,,0
2020,2021,New Brunswick,2016A000213,Canadian graduate,Constant dollars,370,units,0,v1411954042,5.2,6902,46.49839,-66.159668,,0
2020,2021,New Brunswick,2016A000213,International undergraduate,Constant dollars,370,units,0,v1411954043,5.3,16241,46.49839,-66.159668,,0
2020,2021,New Brunswick,2016A000213,International graduate,Constant dollars,370,units,0,v1411954044,5.4,13079,46.49839,-66.159668,,0
2020,2021,Quebec,2016A000224,Canadian undergraduate,Constant dollars,370,units,0,v1411954045,6.1,3258,53,-70,,0
2020,2021,Quebec,2016A000224,Canadian graduate,Constant dollars,370,units,0,v1411954046,6.2,3425,53,-70,,0
2020,2021,Quebec,2016A000224,International undergraduate,Constant dollars,370,units,0,v1411954047,6.3,26929,53,-70,,0
2020,2021,Quebec,2016A000224,International graduate,Constant dollars,370,units,0,v1411954048,6.4,18305,53,-70,,0
2020,2021,Ontario,2016A000235,Canadian undergraduate,Constant dollars,370,units,0,v1411954049,7.1,8205,50,-85,,0
2020,2021,Ontario,2016A000235,Canadian graduate,Constant dollars,370,units,0,v1411954050,7.2,10066,50,-85,,0
2020,2021,Ontario,2016A000235,International undergraduate,Constant dollars,370,units,0,v1411954051,7.3,41886,50,-85,,0
2020,2021,Ontario,2016A000235,International graduate,Constant dollars,370,units,0,v1411954052,7.4,26378,50,-85,,0
2020,2021,Manitoba,2016A000246,Canadian undergraduate,Constant dollars,370,units,0,v1411954053,8.1,5066,56.415211,-98.739075,,0
2020,2021,Manitoba,2016A000246,Canadian graduate,Constant dollars,370,units,0,v1411954054,8.2,5395,56.415211,-98.739075,,0
2020,2021,Manitoba,2016A000246,International undergraduate,Constant dollars,370,units,0,v1411954055,8.3,17628,56.415211,-98.739075,,0
2020,2021,Manitoba,2016A000246,International graduate,Constant dollars,370,units,0,v1411954056,8.4,11858,56.415211,-98.739075,,0
2020,2021,Saskatchewan,2016A000247,Canadian undergraduate,Constant dollars,370,units,0,v1411954057,9.1,8512,55,-106,,0
2020,2021,Saskatchewan,2016A000247,Canadian graduate,Constant dollars,370,units,0,v1411954058,9.2,4517,55,-106,,0
2020,2021,Saskatchewan,2016A000247,International undergraduate,Constant dollars,370,units,0,v1411954059,9.3,21235,55,-106,,0
2020,2021,Saskatchewan,2016A000247,International graduate,Constant dollars,370,units,0,v1411954060,9.4,6754,55,-106,,0
2020,2021,Alberta,2016A000248,Canadian undergraduate,Constant dollars,370,units,0,v1411954061,10.1,6316,55,-115,,0
2020,2021,Alberta,2016A000248,Canadian graduate,Constant dollars,370,units,0,v1411954062,10.2,6897,55,-115,,0
2020,2021,Alberta,2016A000248,International undergraduate,Constant dollars,370,units,0,v1411954063,10.3,28101,55,-115,,0
2020,2021,Alberta,2016A000248,International graduate,Constant dollars,370,units,0,v1411954064,10.4,15350.00,55,-115,,0
2020,2021,British Columbia,2016A000259,Canadian undergraduate,Constant dollars,370,units,0,v1411954065,11.1,6191,53.726669,-127.647621,,0
2020,2021,British Columbia,2016A000259,Canadian graduate,Constant dollars,370,units,0,v1411954066,11.2,9901,53.726669,-127.647621,,0
2020,2021,British Columbia,2016A000259,International undergraduate,Constant dollars,370,units,0,v1411954067,11.3,29294,53.726669,-127.647621,,0
2020,2021,British Columbia,2016A000259,International graduate,Constant dollars,370,units,0,v1411954068,11.4,20476,53.726669,-127.647621,,0
2020,2021,Yukon,2016A000260,Canadian undergraduate,Constant dollars,370,units,0,v1411954069,12.1,4062,64.2823,135,,0
2020,2021,Yukon,2016A000260,Canadian graduate,Constant dollars,370,units,0,v1411954070,12.2,,64.2823,135,,0
2020,2021,Yukon,2016A000260,International undergraduate,Constant dollars,370,units,0,v1411954071,12.3,,64.2823,135,,0
2020,2021,Yukon,2016A000260,International graduate,Constant dollars,370,units,0,v1411954072,12.4,,64.2823,135,,0
2021,2022,Newfoundland and Labrador,2016A000210,Canadian undergraduate,Constant dollars,370,units,0,v1411954029,2.1,3025,53.135509,-57.660435,,0
2021,2022,Newfoundland and Labrador,2016A000210,Canadian graduate,Constant dollars,370,units,0,v1411954030,2.2,3386,53.135509,-57.660435,,0
2021,2022,Newfoundland and Labrador,2016A000210,International undergraduate,Constant dollars,370,units,0,v1411954031,2.3,11939,53.135509,-57.660435,,0
2021,2022,Newfoundland and Labrador,2016A000210,International graduate,Constant dollars,370,units,0,v1411954032,2.4,4864,53.135509,-57.660435,,0
2021,2022,Prince Edward Island,2016A000211,Canadian undergraduate,Constant dollars,370,units,0,v1411954033,3.1,6951,46.25,-63,,0
2021,2022,Prince Edward Island,2016A000211,Canadian graduate,Constant dollars,370,units,0,v1411954034,3.2,5273,46.25,-63,,0
2021,2022,Prince Edward Island,2016A000211,International undergraduate,Constant dollars,370,units,0,v1411954035,3.3,19284,46.25,-63,,0
2021,2022,Prince Edward Island,2016A000211,International graduate,Constant dollars,370,units,0,v1411954036,3.4,10676,46.25,-63,,0
2021,2022,Nova Scotia,2016A000212,Canadian undergraduate,Constant dollars,370,units,0,v1411954037,4.1,9035,45,-63,,0
2021,2022,Nova Scotia,2016A000212,Canadian graduate,Constant dollars,370,units,0,v1411954038,4.2,10277,45,-63,,0
2021,2022,Nova Scotia,2016A000212,International undergraduate,Constant dollars,370,units,0,v1411954039,4.3,20120,45,-63,,0
2021,2022,Nova Scotia,2016A000212,International graduate,Constant dollars,370,units,0,v1411954040,4.4,22197,45,-63,,0
2021,2022,New Brunswick,2016A000213,Canadian undergraduate,Constant dollars,370,units,0,v1411954041,5.1,7995,46.49839,-66.159668,,0
2021,2022,New Brunswick,2016A000213,Canadian graduate,Constant dollars,370,units,0,v1411954042,5.2,7020,46.49839,-66.159668,,0
2021,2022,New Brunswick,2016A000213,International undergraduate,Constant dollars,370,units,0,v1411954043,5.3,16475,46.49839,-66.159668,,0
2021,2022,New Brunswick,2016A000213,International graduate,Constant dollars,370,units,0,v1411954044,5.4,12935,46.49839,-66.159668,,0
2021,2022,Quebec,2016A000224,Canadian undergraduate,Constant dollars,370,units,0,v1411954045,6.1,3272,53,-70,,0
2021,2022,Quebec,2016A000224,Canadian graduate,Constant dollars,370,units,0,v1411954046,6.2,3490,53,-70,,0
2021,2022,Quebec,2016A000224,International undergraduate,Constant dollars,370,units,0,v1411954047,6.3,27311,53,-70,,0
2021,2022,Quebec,2016A000224,International graduate,Constant dollars,370,units,0,v1411954048,6.4,18613,53,-70,,0
2021,2022,Ontario,2016A000235,Canadian undergraduate,Constant dollars,370,units,0,v1411954049,7.1,7850,50,-85,,0
2021,2022,Ontario,2016A000235,Canadian graduate,Constant dollars,370,units,0,v1411954050,7.2,9327,50,-85,,0
2021,2022,Ontario,2016A000235,International undergraduate,Constant dollars,370,units,0,v1411954051,7.3,41744,50,-85,,0
2021,2022,Ontario,2016A000235,International graduate,Constant dollars,370,units,0,v1411954052,7.4,26196,50,-85,,0
2021,2022,Manitoba,2016A000246,Canadian undergraduate,Constant dollars,370,units,0,v1411954053,8.1,5064,56.415211,-98.739075,,0
2021,2022,Manitoba,2016A000246,Canadian graduate,Constant dollars,370,units,0,v1411954054,8.2,5373,56.415211,-98.739075,,0
2021,2022,Manitoba,2016A000246,International undergraduate,Constant dollars,370,units,0,v1411954055,8.3,17760,56.415211,-98.739075,,0
2021,2022,Manitoba,2016A000246,International graduate,Constant dollars,370,units,0,v1411954056,8.4,11944,56.415211,-98.739075,,0
2021,2022,Saskatchewan,2016A000247,Canadian undergraduate,Constant dollars,370,units,0,v1411954057,9.1,8455,55,-106,,0
2021,2022,Saskatchewan,2016A000247,Canadian graduate,Constant dollars,370,units,0,v1411954058,9.2,4757,55,-106,,0
2021,2022,Saskatchewan,2016A000247,International undergraduate,Constant dollars,370,units,0,v1411954059,9.3,22008,55,-106,,0
2021,2022,Saskatchewan,2016A000247,International graduate,Constant dollars,370,units,0,v1411954060,9.4,7610,55,-106,,0
2021,2022,Alberta,2016A000248,Canadian undergraduate,Constant dollars,370,units,0,v1411954061,10.1,6582,55,-115,,0
2021,2022,Alberta,2016A000248,Canadian graduate,Constant dollars,370,units,0,v1411954062,10.2,6764,55,-115,,0
2021,2022,Alberta,2016A000248,International undergraduate,Constant dollars,370,units,0,v1411954063,10.3,27714,55,-115,,0
2021,2022,Alberta,2016A000248,International graduate,Constant dollars,370,units,0,v1411954064,10.4,15146.00,55,-115,,0
2021,2022,British Columbia,2016A000259,Canadian undergraduate,Constant dollars,370,units,0,v1411954065,11.1,6134,53.726669,-127.647621,,0
2021,2022,British Columbia,2016A000259,Canadian graduate,Constant dollars,370,units,0,v1411954066,11.2,9823,53.726669,-127.647621,,0
2021,2022,British Columbia,2016A000259,International undergraduate,Constant dollars,370,units,0,v1411954067,11.3,31095,53.726669,-127.647621,,0
2021,2022,British Columbia,2016A000259,International graduate,Constant dollars,370,units,0,v1411954068,11.4,20901,53.726669,-127.647621,,0
2021,2022,Yukon,2016A000260,Canadian undergraduate,Constant dollars,370,units,0,v1411954069,12.1,4005,64.2823,135,,0
2021,2022,Yukon,2016A000260,Canadian graduate,Constant dollars,370,units,0,v1411954070,12.2,,64.2823,135,,0
2021,2022,Yukon,2016A000260,International undergraduate,Constant dollars,370,units,0,v1411954071,12.3,,64.2823,135,,0
2021,2022,Yukon,2016A000260,International graduate,Constant dollars,370,units,0,v1411954072,12.4,,64.2823,135,,0
2022,2023,Newfoundland and Labrador,2016A000210,Canadian undergraduate,Constant dollars,370,units,0,v1411954029,2.1,3225,53.135509,-57.660435,,0
